time,Krishna
2017-01-22 00:00:00,0.0005438873
2017-01-23 00:00:00,0.00036556204
2017-01-24 00:00:00,0.0
2017-01-25 00:00:00,0.00027124054
2017-01-26 00:00:00,0.008891316
2017-01-27 00:00:00,0.002872417
2017-01-28 00:00:00,0.0
2017-01-29 00:00:00,0.0
2017-01-30 00:00:00,0.0
2017-01-31 00:00:00,0.0
2017-02-01 00:00:00,0.021980222
2017-02-02 00:00:00,0.019835746
2017-02-03 00:00:00,0.0
2017-02-04 00:00:00,0.0
2017-02-05 00:00:00,0.008500182
2017-02-06 00:00:00,0.08560198
2017-02-07 00:00:00,0.006955663
2017-02-08 00:00:00,0.0002657767
2017-02-09 00:00:00,0.0020129858
2017-02-10 00:00:00,0.013884248
2017-02-11 00:00:00,0.015198108
2017-02-12 00:00:00,0.0027874487
2017-02-13 00:00:00,0.003507568
2017-02-14 00:00:00,0.0
2017-02-15 00:00:00,0.021376215
2017-02-16 00:00:00,0.005635413
2017-02-17 00:00:00,0.006911744
2017-02-18 00:00:00,0.022824693
2017-02-19 00:00:00,0.014535426
2017-02-20 00:00:00,0.03172216
2017-02-21 00:00:00,0.0
2017-02-22 00:00:00,0.013883359
2017-02-23 00:00:00,0.004033923
2017-02-24 00:00:00,0.0
2017-02-25 00:00:00,0.23101005
2017-02-26 00:00:00,0.013467454
2017-02-27 00:00:00,0.0
2017-02-28 00:00:00,0.0020653391
2017-03-01 00:00:00,0.0011186077
2017-03-02 00:00:00,0.040428232
2017-03-03 00:00:00,0.048976082
2017-03-04 00:00:00,0.09761761
2017-03-05 00:00:00,0.09698246
2017-03-06 00:00:00,0.0033782779
2017-03-07 00:00:00,0.06492635
2017-03-08 00:00:00,0.039995622
2017-03-09 00:00:00,0.0973219
2017-03-10 00:00:00,0.5052093
2017-03-11 00:00:00,0.0
2017-03-12 00:00:00,0.0033039157
2017-03-13 00:00:00,0.0
2017-03-14 00:00:00,0.089447066
2017-03-15 00:00:00,1.0646585
2017-03-16 00:00:00,0.093822464
2017-03-17 00:00:00,0.0031036076
2017-03-18 00:00:00,0.0047606467
2017-03-19 00:00:00,0.011079534
2017-03-20 00:00:00,0.0020141115
2017-03-21 00:00:00,0.02105713
2017-03-22 00:00:00,0.0055578235
2017-03-23 00:00:00,0.017178882
2017-03-24 00:00:00,0.00071331166
2017-03-25 00:00:00,0.002422245
2017-03-26 00:00:00,0.0010308912
2017-03-27 00:00:00,0.0015366492
2017-03-28 00:00:00,0.036184452
2017-03-29 00:00:00,0.012537275
2017-03-30 00:00:00,0.12527046
2017-03-31 00:00:00,0.1182718
2017-04-01 00:00:00,0.5531118
2017-04-02 00:00:00,0.26832613
2017-04-03 00:00:00,0.15885912
2017-04-04 00:00:00,0.30681577
2017-04-05 00:00:00,0.6802357
2017-04-06 00:00:00,0.289394
2017-04-07 00:00:00,0.8915836
2017-04-08 00:00:00,0.53631175
2017-04-09 00:00:00,0.4729025
2017-04-10 00:00:00,0.9038749
2017-04-11 00:00:00,0.73802066
2017-04-12 00:00:00,0.13322312
2017-04-13 00:00:00,0.008964061
2017-04-14 00:00:00,0.00034688905
2017-04-15 00:00:00,0.013027526
2017-04-16 00:00:00,0.12133329
2017-04-17 00:00:00,0.05489305
2017-04-18 00:00:00,0.012361775
2017-04-19 00:00:00,0.0055023916
2017-04-20 00:00:00,0.11546475
2017-04-21 00:00:00,0.76238996
2017-04-22 00:00:00,0.02107399
2017-04-23 00:00:00,0.063688576
2017-04-24 00:00:00,0.011147581
2017-04-25 00:00:00,0.039409816
2017-04-26 00:00:00,0.04937597
2017-04-27 00:00:00,0.4272565
2017-04-28 00:00:00,0.5865243
2017-04-29 00:00:00,0.5103064
2017-04-30 00:00:00,0.039704785
2017-05-01 00:00:00,0.23006126
